 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00348547 1.67567e-06 0.831265 0.0034507 9.84131e-05 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00348427 5.02752e-06 0.831265 0.00341471 0.000198531 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00348246 1.00565e-05 0.831265 0.0033781 0.000300383 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00348005 1.67642e-05 0.831265 0.00334086 0.000403999 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00347703 2.51524e-05 0.831265 0.00330297 0.00050941 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00347341 3.52238e-05 0.831265 0.00326443 0.000616647 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00346919 4.69812e-05 0.831265 0.00322522 0.000725742 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00346435 6.04281e-05 0.831265 0.00318533 0.000836726 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00345891 7.55686e-05 0.831265 0.00314474 0.000949633 4.20902e-07 0
 -0.0263444 -0.096 4.20902e-07 -0.0263444 0.096 4.20902e-07 0.00552816 -0.00568143 4.20902e-07 0.00345286 9.2407e-05 0.831265 0.00310346 0.0010645 4.20902e-07 0
